     Èas [s]    Napìtí [V]
     251,297  1,91400E-003
     251,563  1,91590E-003
     251,829  1,91690E-003
     252,079  1,91470E-003
     252,344  1,91320E-003
     252,594  1,91780E-003
     252,860  1,92340E-003
     253,125  1,92950E-003
     253,375  1,93550E-003
     253,641  1,94010E-003
     253,907  1,94140E-003
     254,157  1,94550E-003
     254,422  1,94740E-003
     254,688  1,95110E-003
     254,938  1,95270E-003
     255,204  1,95670E-003
     255,454  1,95760E-003
     255,719  1,95540E-003
     255,985  1,95780E-003
     256,235  1,95710E-003
     256,500  1,95630E-003
     256,766  1,96210E-003
     257,016  1,97080E-003
     257,282  1,97220E-003
     257,547  1,98060E-003
     257,797  1,98930E-003
     258,063  1,99200E-003
     258,329  1,99780E-003
     258,579  2,00240E-003
     258,844  2,00690E-003
     259,110  2,01300E-003
     259,360  2,02310E-003
     259,625  2,02250E-003
     259,891  2,02320E-003
     260,141  2,02500E-003
     260,407  2,02810E-003
     260,672  2,02660E-003
     260,922  2,03250E-003
     261,188  2,03620E-003
     261,454  2,04020E-003
     261,719  2,05130E-003
     261,969  2,05410E-003
     262,235  2,05810E-003
     262,500  2,06350E-003
     262,750  2,06740E-003
     263,016  2,06640E-003
     263,282  2,07100E-003
     263,532  2,07550E-003
     263,797  2,07630E-003
     264,063  2,07760E-003
     264,313  2,08180E-003
     264,579  2,08000E-003
     264,844  2,08470E-003
     265,110  2,08710E-003
     265,360  2,09270E-003
     265,625  2,10120E-003
     265,891  2,10640E-003
     266,157  2,10820E-003
